Date,Industry,Metric,Value
01/04/2017,Real estate activities,Index,93.6
01/05/2017,Real estate activities,Index,93.9
01/06/2017,Real estate activities,Index,94.1
01/07/2017,Real estate activities,Index,94.3
01/08/2017,Real estate activities,Index,94.4
01/09/2017,Real estate activities,Index,94.6
01/10/2017,Real estate activities,Index,95
01/11/2017,Real estate activities,Index,95.3
01/12/2017,Real estate activities,Index,95.6
01/01/2018,Real estate activities,Index,95.8
01/02/2018,Real estate activities,Index,95.9
01/03/2018,Real estate activities,Index,95.9
01/04/2018,Real estate activities,Index,95.4
01/05/2018,Real estate activities,Index,95.4
01/06/2018,Real estate activities,Index,96.1
01/07/2018,Real estate activities,Index,96.3
01/08/2018,Real estate activities,Index,96.5
01/09/2018,Real estate activities,Index,96.8
01/10/2018,Real estate activities,Index,97
01/11/2018,Real estate activities,Index,97.2
01/12/2018,Real estate activities,Index,96.8
01/01/2019,Real estate activities,Index,97.2
01/02/2019,Real estate activities,Index,97.3
01/03/2019,Real estate activities,Index,97.6
01/04/2019,Real estate activities,Index,97.7
01/05/2019,Real estate activities,Index,98.1
01/06/2019,Real estate activities,Index,98.3
01/07/2019,Real estate activities,Index,98.1
01/08/2019,Real estate activities,Index,98.2
01/09/2019,Real estate activities,Index,98.4
01/10/2019,Real estate activities,Index,98
01/11/2019,Real estate activities,Index,98.1
01/12/2019,Real estate activities,Index,98.4
01/01/2020,Real estate activities,Index,98.4
01/02/2020,Real estate activities,Index,98.6
01/03/2020,Real estate activities,Index,98.6
01/04/2020,Real estate activities,Index,97
01/05/2020,Real estate activities,Index,96.8
01/06/2020,Real estate activities,Index,97
01/07/2020,Real estate activities,Index,96.7
01/08/2020,Real estate activities,Index,97.1
01/09/2020,Real estate activities,Index,97.5
01/10/2020,Real estate activities,Index,97.1
01/11/2020,Real estate activities,Index,97.2
01/12/2020,Real estate activities,Index,97.7
01/01/2021,Real estate activities,Index,98.7
01/02/2021,Real estate activities,Index,99.2
01/03/2021,Real estate activities,Index,99.2
01/04/2021,Real estate activities,Index,98.9
01/05/2021,Real estate activities,Index,98.9
01/06/2021,Real estate activities,Index,99.5
01/07/2021,Real estate activities,Index,98.7
01/08/2021,Real estate activities,Index,99.1
01/09/2021,Real estate activities,Index,99.3
01/10/2021,Real estate activities,Index,99.2
01/11/2021,Real estate activities,Index,99.3
01/12/2021,Real estate activities,Index,99.3
01/01/2022,Real estate activities,Index,99.2
01/02/2022,Real estate activities,Index,99.4
01/03/2022,Real estate activities,Index,99.5
01/04/2022,Real estate activities,Index,99.9
01/05/2022,Real estate activities,Index,100.1
01/06/2022,Real estate activities,Index,100.1
01/07/2022,Real estate activities,Index,100.2
01/08/2022,Real estate activities,Index,100.3
01/09/2022,Real estate activities,Index,100.4
01/10/2022,Real estate activities,Index,100.5
01/11/2022,Real estate activities,Index,100.3
01/12/2022,Real estate activities,Index,100.2
01/01/2023,Real estate activities,Index,100.3
01/02/2023,Real estate activities,Index,100.3
01/03/2023,Real estate activities,Index,100.4
01/04/2023,Real estate activities,Index,100.3
01/05/2023,Real estate activities,Index,100.3
01/06/2023,Real estate activities,Index,100.2
01/07/2023,Real estate activities,Index,100
01/08/2023,Real estate activities,Index,100.2
01/09/2023,Real estate activities,Index,99.9
01/10/2023,Real estate activities,Index,100.2
01/11/2023,Real estate activities,Index,100.3
01/12/2023,Real estate activities,Index,100.4
01/01/2024,Real estate activities,Index,100.5
01/02/2024,Real estate activities,Index,100.5
01/03/2024,Real estate activities,Index,100.7
01/04/2024,Real estate activities,Index,100.8
01/05/2024,Real estate activities,Index,100.5
01/06/2024,Real estate activities,Index,100.7
01/07/2024,Real estate activities,Index,100.8
01/08/2024,Real estate activities,Index,100.7
01/09/2024,Real estate activities,Index,100.7
01/10/2024,Real estate activities,Index,101
01/11/2024,Real estate activities,Index,101
01/12/2024,Real estate activities,Index,101.1
01/01/2016,"Professional, scientific and technical activities",Index,83.6
01/02/2016,"Professional, scientific and technical activities",Index,83
01/03/2016,"Professional, scientific and technical activities",Index,83.7
01/04/2016,"Professional, scientific and technical activities",Index,85.5
01/05/2016,"Professional, scientific and technical activities",Index,85.6
01/06/2016,"Professional, scientific and technical activities",Index,84.8
01/07/2016,"Professional, scientific and technical activities",Index,84.8
01/08/2016,"Professional, scientific and technical activities",Index,84.3
01/09/2016,"Professional, scientific and technical activities",Index,84.3
01/10/2016,"Professional, scientific and technical activities",Index,84.7
01/11/2016,"Professional, scientific and technical activities",Index,84.6
01/12/2016,"Professional, scientific and technical activities",Index,85.4
01/01/2017,"Professional, scientific and technical activities",Index,86.8
01/02/2017,"Professional, scientific and technical activities",Index,85.3
01/03/2017,"Professional, scientific and technical activities",Index,85.1
01/04/2017,"Professional, scientific and technical activities",Index,85.7
01/05/2017,"Professional, scientific and technical activities",Index,86.5
01/06/2017,"Professional, scientific and technical activities",Index,86.6
01/07/2017,"Professional, scientific and technical activities",Index,87
01/08/2017,"Professional, scientific and technical activities",Index,86.4
01/09/2017,"Professional, scientific and technical activities",Index,86.6
01/10/2017,"Professional, scientific and technical activities",Index,85.8
01/11/2017,"Professional, scientific and technical activities",Index,86.7
01/12/2017,"Professional, scientific and technical activities",Index,88.2
01/01/2018,"Professional, scientific and technical activities",Index,87.6
01/02/2018,"Professional, scientific and technical activities",Index,86.4
01/03/2018,"Professional, scientific and technical activities",Index,85.6
01/04/2018,"Professional, scientific and technical activities",Index,87.9
01/05/2018,"Professional, scientific and technical activities",Index,87.5
01/06/2018,"Professional, scientific and technical activities",Index,85.7
01/07/2018,"Professional, scientific and technical activities",Index,86.3
01/08/2018,"Professional, scientific and technical activities",Index,86.3
01/09/2018,"Professional, scientific and technical activities",Index,86.4
01/10/2018,"Professional, scientific and technical activities",Index,86.6
01/11/2018,"Professional, scientific and technical activities",Index,87.9
01/12/2018,"Professional, scientific and technical activities",Index,86.6
01/01/2019,"Professional, scientific and technical activities",Index,86.2
01/02/2019,"Professional, scientific and technical activities",Index,88.4
01/03/2019,"Professional, scientific and technical activities",Index,87
01/04/2019,"Professional, scientific and technical activities",Index,87.3
01/05/2019,"Professional, scientific and technical activities",Index,88.1
01/06/2019,"Professional, scientific and technical activities",Index,89.5
01/07/2019,"Professional, scientific and technical activities",Index,90.1
01/08/2019,"Professional, scientific and technical activities",Index,90.8
01/09/2019,"Professional, scientific and technical activities",Index,89
01/10/2019,"Professional, scientific and technical activities",Index,90.9
01/11/2019,"Professional, scientific and technical activities",Index,89.1
01/12/2019,"Professional, scientific and technical activities",Index,88.7
01/01/2020,"Professional, scientific and technical activities",Index,90.4
01/02/2020,"Professional, scientific and technical activities",Index,89.4
01/03/2020,"Professional, scientific and technical activities",Index,88.3
01/04/2020,"Professional, scientific and technical activities",Index,76
01/05/2020,"Professional, scientific and technical activities",Index,74.9
01/06/2020,"Professional, scientific and technical activities",Index,80.7
01/07/2020,"Professional, scientific and technical activities",Index,82.3
01/08/2020,"Professional, scientific and technical activities",Index,83.9
01/09/2020,"Professional, scientific and technical activities",Index,85.6
01/10/2020,"Professional, scientific and technical activities",Index,88
01/11/2020,"Professional, scientific and technical activities",Index,85.6
01/12/2020,"Professional, scientific and technical activities",Index,87.6
01/01/2021,"Professional, scientific and technical activities",Index,85.5
01/02/2021,"Professional, scientific and technical activities",Index,88.2
01/03/2021,"Professional, scientific and technical activities",Index,91.4
01/04/2021,"Professional, scientific and technical activities",Index,90.5
01/05/2021,"Professional, scientific and technical activities",Index,91.1
01/06/2021,"Professional, scientific and technical activities",Index,93.9
01/07/2021,"Professional, scientific and technical activities",Index,92.8
01/08/2021,"Professional, scientific and technical activities",Index,94
01/09/2021,"Professional, scientific and technical activities",Index,94.9
01/10/2021,"Professional, scientific and technical activities",Index,93
01/11/2021,"Professional, scientific and technical activities",Index,95.3
01/12/2021,"Professional, scientific and technical activities",Index,96.6
01/01/2022,"Professional, scientific and technical activities",Index,96.4
01/02/2022,"Professional, scientific and technical activities",Index,97
01/03/2022,"Professional, scientific and technical activities",Index,97.4
01/04/2022,"Professional, scientific and technical activities",Index,97.5
01/05/2022,"Professional, scientific and technical activities",Index,101.1
01/06/2022,"Professional, scientific and technical activities",Index,99.8
01/07/2022,"Professional, scientific and technical activities",Index,99.8
01/08/2022,"Professional, scientific and technical activities",Index,102.2
01/09/2022,"Professional, scientific and technical activities",Index,101.1
01/10/2022,"Professional, scientific and technical activities",Index,102.9
01/11/2022,"Professional, scientific and technical activities",Index,102.3
01/12/2022,"Professional, scientific and technical activities",Index,102.6
01/01/2023,"Professional, scientific and technical activities",Index,101.4
01/02/2023,"Professional, scientific and technical activities",Index,101.8
01/03/2023,"Professional, scientific and technical activities",Index,101.3
01/04/2023,"Professional, scientific and technical activities",Index,100.7
01/05/2023,"Professional, scientific and technical activities",Index,100.9
01/06/2023,"Professional, scientific and technical activities",Index,100.1
01/07/2023,"Professional, scientific and technical activities",Index,101
01/08/2023,"Professional, scientific and technical activities",Index,100.7
01/09/2023,"Professional, scientific and technical activities",Index,100.3
01/10/2023,"Professional, scientific and technical activities",Index,99.3
01/11/2023,"Professional, scientific and technical activities",Index,100
01/12/2023,"Professional, scientific and technical activities",Index,101.8
01/01/2024,"Professional, scientific and technical activities",Index,101.6
01/02/2024,"Professional, scientific and technical activities",Index,102
01/03/2024,"Professional, scientific and technical activities",Index,102.4
01/04/2024,"Professional, scientific and technical activities",Index,102.7
01/05/2024,"Professional, scientific and technical activities",Index,103.7
01/06/2024,"Professional, scientific and technical activities",Index,104.4
01/07/2024,"Professional, scientific and technical activities",Index,103.4
01/08/2024,"Professional, scientific and technical activities",Index,105.2
01/09/2024,"Professional, scientific and technical activities",Index,105.7
01/10/2024,"Professional, scientific and technical activities",Index,105.6
01/11/2024,"Professional, scientific and technical activities",Index,105.1
01/12/2024,"Professional, scientific and technical activities",Index,106.3
01/01/2016,Administrative and Support Service Activities,Index,92.9
01/02/2016,Administrative and Support Service Activities,Index,94
01/03/2016,Administrative and Support Service Activities,Index,93.1
01/04/2016,Administrative and Support Service Activities,Index,93.4
01/05/2016,Administrative and Support Service Activities,Index,92.7
01/06/2016,Administrative and Support Service Activities,Index,93.4
01/07/2016,Administrative and Support Service Activities,Index,93.2
01/08/2016,Administrative and Support Service Activities,Index,92.5
01/09/2016,Administrative and Support Service Activities,Index,94.9
01/10/2016,Administrative and Support Service Activities,Index,94
01/11/2016,Administrative and Support Service Activities,Index,94.7
01/12/2016,Administrative and Support Service Activities,Index,94.9
01/01/2017,Administrative and Support Service Activities,Index,95.9
01/02/2017,Administrative and Support Service Activities,Index,97.1
01/03/2017,Administrative and Support Service Activities,Index,98.2
01/04/2017,Administrative and Support Service Activities,Index,96.1
01/05/2017,Administrative and Support Service Activities,Index,98.6
01/06/2017,Administrative and Support Service Activities,Index,98.1
01/07/2017,Administrative and Support Service Activities,Index,97.5
01/08/2017,Administrative and Support Service Activities,Index,97
01/09/2017,Administrative and Support Service Activities,Index,97
01/10/2017,Administrative and Support Service Activities,Index,96.9
01/11/2017,Administrative and Support Service Activities,Index,96.8
01/12/2017,Administrative and Support Service Activities,Index,97
01/01/2018,Administrative and Support Service Activities,Index,96.4
01/02/2018,Administrative and Support Service Activities,Index,95.9
01/03/2018,Administrative and Support Service Activities,Index,96
01/04/2018,Administrative and Support Service Activities,Index,96.9
01/05/2018,Administrative and Support Service Activities,Index,97
01/06/2018,Administrative and Support Service Activities,Index,98.9
01/07/2018,Administrative and Support Service Activities,Index,97.7
01/08/2018,Administrative and Support Service Activities,Index,97.5
01/09/2018,Administrative and Support Service Activities,Index,98.3
01/10/2018,Administrative and Support Service Activities,Index,97.9
01/11/2018,Administrative and Support Service Activities,Index,98
01/12/2018,Administrative and Support Service Activities,Index,96.9
01/01/2019,Administrative and Support Service Activities,Index,98.1
01/02/2019,Administrative and Support Service Activities,Index,99.2
01/03/2019,Administrative and Support Service Activities,Index,99.4
01/04/2019,Administrative and Support Service Activities,Index,97.7
01/05/2019,Administrative and Support Service Activities,Index,98.7
01/06/2019,Administrative and Support Service Activities,Index,99.1
01/07/2019,Administrative and Support Service Activities,Index,99.9
01/08/2019,Administrative and Support Service Activities,Index,99.8
01/09/2019,Administrative and Support Service Activities,Index,98.5
01/10/2019,Administrative and Support Service Activities,Index,97.4
01/11/2019,Administrative and Support Service Activities,Index,98.6
01/12/2019,Administrative and Support Service Activities,Index,99.2
01/01/2020,Administrative and Support Service Activities,Index,100.4
01/02/2020,Administrative and Support Service Activities,Index,99.2
01/03/2020,Administrative and Support Service Activities,Index,89.7
01/04/2020,Administrative and Support Service Activities,Index,66.8
01/05/2020,Administrative and Support Service Activities,Index,67.4
01/06/2020,Administrative and Support Service Activities,Index,79.4
01/07/2020,Administrative and Support Service Activities,Index,80.4
01/08/2020,Administrative and Support Service Activities,Index,82.5
01/09/2020,Administrative and Support Service Activities,Index,83
01/10/2020,Administrative and Support Service Activities,Index,84.4
01/11/2020,Administrative and Support Service Activities,Index,83.4
01/12/2020,Administrative and Support Service Activities,Index,86.5
01/01/2021,Administrative and Support Service Activities,Index,82.2
01/02/2021,Administrative and Support Service Activities,Index,82.2
01/03/2021,Administrative and Support Service Activities,Index,86.6
01/04/2021,Administrative and Support Service Activities,Index,86.6
01/05/2021,Administrative and Support Service Activities,Index,87.8
01/06/2021,Administrative and Support Service Activities,Index,89.1
01/07/2021,Administrative and Support Service Activities,Index,90
01/08/2021,Administrative and Support Service Activities,Index,90.3
01/09/2021,Administrative and Support Service Activities,Index,92.2
01/10/2021,Administrative and Support Service Activities,Index,95.4
01/11/2021,Administrative and Support Service Activities,Index,96.9
01/12/2021,Administrative and Support Service Activities,Index,97.3
01/01/2022,Administrative and Support Service Activities,Index,96.2
01/02/2022,Administrative and Support Service Activities,Index,97.7
01/03/2022,Administrative and Support Service Activities,Index,98.9
01/04/2022,Administrative and Support Service Activities,Index,98.9
01/05/2022,Administrative and Support Service Activities,Index,100.8
01/06/2022,Administrative and Support Service Activities,Index,98.8
01/07/2022,Administrative and Support Service Activities,Index,99.7
01/08/2022,Administrative and Support Service Activities,Index,100.8
01/09/2022,Administrative and Support Service Activities,Index,99.8
01/10/2022,Administrative and Support Service Activities,Index,101.3
01/11/2022,Administrative and Support Service Activities,Index,103.7
01/12/2022,Administrative and Support Service Activities,Index,103.4
01/01/2023,Administrative and Support Service Activities,Index,105.3
01/02/2023,Administrative and Support Service Activities,Index,107
01/03/2023,Administrative and Support Service Activities,Index,106.4
01/04/2023,Administrative and Support Service Activities,Index,106.7
01/05/2023,Administrative and Support Service Activities,Index,106
01/06/2023,Administrative and Support Service Activities,Index,108.3
01/07/2023,Administrative and Support Service Activities,Index,107.3
01/08/2023,Administrative and Support Service Activities,Index,107.1
01/09/2023,Administrative and Support Service Activities,Index,107.3
01/10/2023,Administrative and Support Service Activities,Index,107.8
01/11/2023,Administrative and Support Service Activities,Index,107
01/12/2023,Administrative and Support Service Activities,Index,108.9
01/01/2024,Administrative and Support Service Activities,Index,109.3
01/02/2024,Administrative and Support Service Activities,Index,109
01/03/2024,Administrative and Support Service Activities,Index,111.5
01/04/2024,Administrative and Support Service Activities,Index,110.8
01/05/2024,Administrative and Support Service Activities,Index,111.4
01/06/2024,Administrative and Support Service Activities,Index,110.2
01/07/2024,Administrative and Support Service Activities,Index,110.5
01/08/2024,Administrative and Support Service Activities,Index,109.8
01/09/2024,Administrative and Support Service Activities,Index,110.2
01/10/2024,Administrative and Support Service Activities,Index,108.9
01/11/2024,Administrative and Support Service Activities,Index,107.9
01/12/2024,Administrative and Support Service Activities,Index,109
01/01/2016,Public admin and defence; Compulsory social security,Index,87.7
01/02/2016,Public admin and defence; Compulsory social security,Index,88.1
01/03/2016,Public admin and defence; Compulsory social security,Index,88.4
01/04/2016,Public admin and defence; Compulsory social security,Index,87.9
01/05/2016,Public admin and defence; Compulsory social security,Index,88
01/06/2016,Public admin and defence; Compulsory social security,Index,88.4
01/07/2016,Public admin and defence; Compulsory social security,Index,88.7
01/08/2016,Public admin and defence; Compulsory social security,Index,88.8
01/09/2016,Public admin and defence; Compulsory social security,Index,89.1
01/10/2016,Public admin and defence; Compulsory social security,Index,89.2
01/11/2016,Public admin and defence; Compulsory social security,Index,89.6
01/12/2016,Public admin and defence; Compulsory social security,Index,89.6
01/01/2017,Public admin and defence; Compulsory social security,Index,89.6
01/02/2017,Public admin and defence; Compulsory social security,Index,89.8
01/03/2017,Public admin and defence; Compulsory social security,Index,90
01/04/2017,Public admin and defence; Compulsory social security,Index,90.5
01/05/2017,Public admin and defence; Compulsory social security,Index,90.7
01/06/2017,Public admin and defence; Compulsory social security,Index,90.7
01/07/2017,Public admin and defence; Compulsory social security,Index,90.8
01/08/2017,Public admin and defence; Compulsory social security,Index,90.7
01/09/2017,Public admin and defence; Compulsory social security,Index,90.8
01/10/2017,Public admin and defence; Compulsory social security,Index,91.3
01/11/2017,Public admin and defence; Compulsory social security,Index,91.3
01/12/2017,Public admin and defence; Compulsory social security,Index,91.1
01/01/2018,Public admin and defence; Compulsory social security,Index,90.9
01/02/2018,Public admin and defence; Compulsory social security,Index,90.9
01/03/2018,Public admin and defence; Compulsory social security,Index,90.6
01/04/2018,Public admin and defence; Compulsory social security,Index,90.1
01/05/2018,Public admin and defence; Compulsory social security,Index,90.3
01/06/2018,Public admin and defence; Compulsory social security,Index,90.7
01/07/2018,Public admin and defence; Compulsory social security,Index,91.4
01/08/2018,Public admin and defence; Compulsory social security,Index,92
01/09/2018,Public admin and defence; Compulsory social security,Index,92.2
01/10/2018,Public admin and defence; Compulsory social security,Index,92.5
01/11/2018,Public admin and defence; Compulsory social security,Index,92.6
01/12/2018,Public admin and defence; Compulsory social security,Index,92.9
01/01/2019,Public admin and defence; Compulsory social security,Index,94.2
01/02/2019,Public admin and defence; Compulsory social security,Index,94.7
01/03/2019,Public admin and defence; Compulsory social security,Index,95
01/04/2019,Public admin and defence; Compulsory social security,Index,95.4
01/05/2019,Public admin and defence; Compulsory social security,Index,95.5
01/06/2019,Public admin and defence; Compulsory social security,Index,95.6
01/07/2019,Public admin and defence; Compulsory social security,Index,95.5
01/08/2019,Public admin and defence; Compulsory social security,Index,95.4
01/09/2019,Public admin and defence; Compulsory social security,Index,95.5
01/10/2019,Public admin and defence; Compulsory social security,Index,94.9
01/11/2019,Public admin and defence; Compulsory social security,Index,94.3
01/12/2019,Public admin and defence; Compulsory social security,Index,93.8
01/01/2020,Public admin and defence; Compulsory social security,Index,92.8
01/02/2020,Public admin and defence; Compulsory social security,Index,92.2
01/03/2020,Public admin and defence; Compulsory social security,Index,91.6
01/04/2020,Public admin and defence; Compulsory social security,Index,91.5
01/05/2020,Public admin and defence; Compulsory social security,Index,91.1
01/06/2020,Public admin and defence; Compulsory social security,Index,90.9
01/07/2020,Public admin and defence; Compulsory social security,Index,89.6
01/08/2020,Public admin and defence; Compulsory social security,Index,89.7
01/09/2020,Public admin and defence; Compulsory social security,Index,90.1
01/10/2020,Public admin and defence; Compulsory social security,Index,89.9
01/11/2020,Public admin and defence; Compulsory social security,Index,90.6
01/12/2020,Public admin and defence; Compulsory social security,Index,91.4
01/01/2021,Public admin and defence; Compulsory social security,Index,92.2
01/02/2021,Public admin and defence; Compulsory social security,Index,93
01/03/2021,Public admin and defence; Compulsory social security,Index,93.5
01/04/2021,Public admin and defence; Compulsory social security,Index,93.7
01/05/2021,Public admin and defence; Compulsory social security,Index,94.2
01/06/2021,Public admin and defence; Compulsory social security,Index,94.8
01/07/2021,Public admin and defence; Compulsory social security,Index,95.1
01/08/2021,Public admin and defence; Compulsory social security,Index,95.4
01/09/2021,Public admin and defence; Compulsory social security,Index,95.5
01/10/2021,Public admin and defence; Compulsory social security,Index,95.7
01/11/2021,Public admin and defence; Compulsory social security,Index,95.9
01/12/2021,Public admin and defence; Compulsory social security,Index,96.6
01/01/2022,Public admin and defence; Compulsory social security,Index,97.5
01/02/2022,Public admin and defence; Compulsory social security,Index,98.2
01/03/2022,Public admin and defence; Compulsory social security,Index,98.6
01/04/2022,Public admin and defence; Compulsory social security,Index,98.9
01/05/2022,Public admin and defence; Compulsory social security,Index,99.2
01/06/2022,Public admin and defence; Compulsory social security,Index,99.8
01/07/2022,Public admin and defence; Compulsory social security,Index,100.8
01/08/2022,Public admin and defence; Compulsory social security,Index,101.4
01/09/2022,Public admin and defence; Compulsory social security,Index,101.6
01/10/2022,Public admin and defence; Compulsory social security,Index,101.7
01/11/2022,Public admin and defence; Compulsory social security,Index,101.3
01/12/2022,Public admin and defence; Compulsory social security,Index,100.9
01/01/2023,Public admin and defence; Compulsory social security,Index,100.9
01/02/2023,Public admin and defence; Compulsory social security,Index,100.1
01/03/2023,Public admin and defence; Compulsory social security,Index,100.3
01/04/2023,Public admin and defence; Compulsory social security,Index,100.5
01/05/2023,Public admin and defence; Compulsory social security,Index,100.6
01/06/2023,Public admin and defence; Compulsory social security,Index,101.1
01/07/2023,Public admin and defence; Compulsory social security,Index,101.3
01/08/2023,Public admin and defence; Compulsory social security,Index,101.4
01/09/2023,Public admin and defence; Compulsory social security,Index,101.7
01/10/2023,Public admin and defence; Compulsory social security,Index,102.1
01/11/2023,Public admin and defence; Compulsory social security,Index,102.5
01/12/2023,Public admin and defence; Compulsory social security,Index,102.8
01/01/2024,Public admin and defence; Compulsory social security,Index,102.9
01/02/2024,Public admin and defence; Compulsory social security,Index,102.9
01/03/2024,Public admin and defence; Compulsory social security,Index,102.9
01/04/2024,Public admin and defence; Compulsory social security,Index,103
01/05/2024,Public admin and defence; Compulsory social security,Index,103.3
01/06/2024,Public admin and defence; Compulsory social security,Index,103.8
01/07/2024,Public admin and defence; Compulsory social security,Index,103.9
01/08/2024,Public admin and defence; Compulsory social security,Index,104.1
01/09/2024,Public admin and defence; Compulsory social security,Index,104.3
01/10/2024,Public admin and defence; Compulsory social security,Index,104.4
01/11/2024,Public admin and defence; Compulsory social security,Index,104.6
01/12/2024,Public admin and defence; Compulsory social security,Index,104.7
01/01/2016,Education,Index,84.8
01/02/2016,Education,Index,84.8
01/03/2016,Education,Index,84.7
01/04/2016,Education,Index,85.1
01/05/2016,Education,Index,84.3
01/06/2016,Education,Index,84
01/07/2016,Education,Index,84
01/08/2016,Education,Index,85
01/09/2016,Education,Index,84.3
01/10/2016,Education,Index,84.1
01/11/2016,Education,Index,84
01/12/2016,Education,Index,84.2
01/01/2017,Education,Index,84.4
01/02/2017,Education,Index,85.3
01/03/2017,Education,Index,84.6
01/04/2017,Education,Index,84.8
01/05/2017,Education,Index,84.8
01/06/2017,Education,Index,84.9
01/07/2017,Education,Index,85.1
01/08/2017,Education,Index,85.2
01/09/2017,Education,Index,85.8
01/10/2017,Education,Index,86.3
01/11/2017,Education,Index,85.4
01/12/2017,Education,Index,86.3
01/01/2018,Education,Index,86.3
01/02/2018,Education,Index,86.6
01/03/2018,Education,Index,86.6
01/04/2018,Education,Index,87.8
01/05/2018,Education,Index,87.8
01/06/2018,Education,Index,88.5
01/07/2018,Education,Index,88.9
01/08/2018,Education,Index,89.5
01/09/2018,Education,Index,89.2
01/10/2018,Education,Index,89.7
01/11/2018,Education,Index,90.8
01/12/2018,Education,Index,91.4
01/01/2019,Education,Index,92.6
01/02/2019,Education,Index,93.2
01/03/2019,Education,Index,93.1
01/04/2019,Education,Index,92.7
01/05/2019,Education,Index,93
01/06/2019,Education,Index,93.3
01/07/2019,Education,Index,93.6
01/08/2019,Education,Index,93
01/09/2019,Education,Index,94.1
01/10/2019,Education,Index,94.4
01/11/2019,Education,Index,94.5
01/12/2019,Education,Index,95.3
01/01/2020,Education,Index,96.7
01/02/2020,Education,Index,90.6
01/03/2020,Education,Index,78.7
01/04/2020,Education,Index,57.8
01/05/2020,Education,Index,50.9
01/06/2020,Education,Index,55.3
01/07/2020,Education,Index,68.8
01/08/2020,Education,Index,81.9
01/09/2020,Education,Index,89.2
01/10/2020,Education,Index,92.3
01/11/2020,Education,Index,88.2
01/12/2020,Education,Index,80.1
01/01/2021,Education,Index,75.3
01/02/2021,Education,Index,73.8
01/03/2021,Education,Index,79.4
01/04/2021,Education,Index,89.5
01/05/2021,Education,Index,97.5
01/06/2021,Education,Index,100
01/07/2021,Education,Index,97.6
01/08/2021,Education,Index,96
01/09/2021,Education,Index,95.7
01/10/2021,Education,Index,95.7
01/11/2021,Education,Index,95.5
01/12/2021,Education,Index,96.4
01/01/2022,Education,Index,98.7
01/02/2022,Education,Index,97.9
01/03/2022,Education,Index,97.3
01/04/2022,Education,Index,98.8
01/05/2022,Education,Index,100.2
01/06/2022,Education,Index,100.6
01/07/2022,Education,Index,101.2
01/08/2022,Education,Index,100.8
01/09/2022,Education,Index,101
01/10/2022,Education,Index,101.4
01/11/2022,Education,Index,101.9
01/12/2022,Education,Index,100.2
01/01/2023,Education,Index,102.6
01/02/2023,Education,Index,101.9
01/03/2023,Education,Index,102.7
01/04/2023,Education,Index,102.1
01/05/2023,Education,Index,102
01/06/2023,Education,Index,102.8
01/07/2023,Education,Index,101.4
01/08/2023,Education,Index,104.5
01/09/2023,Education,Index,104.7
01/10/2023,Education,Index,103.6
01/11/2023,Education,Index,102.9
01/12/2023,Education,Index,101.6
01/01/2024,Education,Index,102.8
01/02/2024,Education,Index,103.8
01/03/2024,Education,Index,103.8
01/04/2024,Education,Index,104.4
01/05/2024,Education,Index,103.6
01/06/2024,Education,Index,104.1
01/07/2024,Education,Index,104.3
01/08/2024,Education,Index,104.6
01/09/2024,Education,Index,104.4
01/10/2024,Education,Index,103.7
01/11/2024,Education,Index,103.9
01/12/2024,Education,Index,103.7
01/01/2016,Human health and social work activities,Index,105.2
01/02/2016,Human health and social work activities,Index,106
01/03/2016,Human health and social work activities,Index,105.4
01/04/2016,Human health and social work activities,Index,106.2
01/05/2016,Human health and social work activities,Index,105.6
01/06/2016,Human health and social work activities,Index,105.8
01/07/2016,Human health and social work activities,Index,106.6
01/08/2016,Human health and social work activities,Index,106.1
01/09/2016,Human health and social work activities,Index,105.6
01/10/2016,Human health and social work activities,Index,106.8
01/11/2016,Human health and social work activities,Index,107.6
01/12/2016,Human health and social work activities,Index,108.1
01/01/2017,Human health and social work activities,Index,111.4
01/02/2017,Human health and social work activities,Index,110.7
01/03/2017,Human health and social work activities,Index,110.8
01/04/2017,Human health and social work activities,Index,111.3
01/05/2017,Human health and social work activities,Index,111.6
01/06/2017,Human health and social work activities,Index,110.9
01/07/2017,Human health and social work activities,Index,110
01/08/2017,Human health and social work activities,Index,109.5
01/09/2017,Human health and social work activities,Index,110.7
01/10/2017,Human health and social work activities,Index,111.8
01/11/2017,Human health and social work activities,Index,110
01/12/2017,Human health and social work activities,Index,105.2
01/01/2018,Human health and social work activities,Index,108.6
01/02/2018,Human health and social work activities,Index,111.6
01/03/2018,Human health and social work activities,Index,112.6
01/04/2018,Human health and social work activities,Index,110.8
01/05/2018,Human health and social work activities,Index,110.6
01/06/2018,Human health and social work activities,Index,110
01/07/2018,Human health and social work activities,Index,110.2
01/08/2018,Human health and social work activities,Index,110.2
01/09/2018,Human health and social work activities,Index,109.9
01/10/2018,Human health and social work activities,Index,109.6
01/11/2018,Human health and social work activities,Index,108.4
01/12/2018,Human health and social work activities,Index,106.8
01/01/2019,Human health and social work activities,Index,106.2
01/02/2019,Human health and social work activities,Index,107.9
01/03/2019,Human health and social work activities,Index,109.9
01/04/2019,Human health and social work activities,Index,108.4
01/05/2019,Human health and social work activities,Index,108.2
01/06/2019,Human health and social work activities,Index,109.1
01/07/2019,Human health and social work activities,Index,111.2
01/08/2019,Human health and social work activities,Index,108.7
01/09/2019,Human health and social work activities,Index,109.6
01/10/2019,Human health and social work activities,Index,108.5
01/11/2019,Human health and social work activities,Index,106.7
01/12/2019,Human health and social work activities,Index,105.5
01/01/2020,Human health and social work activities,Index,106.4
